"ID","EstablishmentID","CountyID","RCode","RCodeDesc","EstType","PremiseName","PermiseStreetNo","PremiseStreet","PremiseExtraAddrLine","PremiseCity","PremiseState","PremiseZip","InspectionIntervalDays","IsPayFee","IsStateOwned","Status","WaterProvider","SewageProvider","IsBonded","RenewalStatus","PermitPrinted","Language","RiskType","MenuType","IsCaterer","IsDriveThru","IsTrucksOnly","Area","MailAppIDDesc","MailPermitIDDesc","HoursOfOperation","DaysOfOperation","MonthsOfOperation","opening_date","renewal_sent_date","renewal_received_date","permit_print_date","permit_expiration_date","next_inspection_date","bond_expiration_date","Quantity1","Quantity1Unit","Quantity2","Quantity2Units","latitude","longitude","comments","TotalFeeAmt","PermitFeeAmt","InspectionFeeAmt","VarianceGranted","FollowUpDate"
"15","14692","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","CARBONATED BEVERAGE PLANT","RC-CANADA DRY BOTTLING CO","6207","STRAWBERRY LN","","LOUISVILLE","KY","40214","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","3","UNKNOWN","NO","NO","NO","","OWNER","BILLING","","","","","2017-10-16 00:00:00","2017-11-20 13:34:01","2017-11-20 00:00:00","2018-12-31 00:00:00","2018-06-08 00:00:00","","0","N/A","125000","SQ FEET","38.1667200","-85.7542000","","500.00","500.00",".00","",""
"16","14695","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","SALVAGE PROCESSOR","DARE TO CARE INC.","5803","FERN VALLEY ROAD","","LOUISVILLE","KY","40228","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-11-02 11:14:19","2017-11-02 00:00:00","2018-12-31 00:00:00","2016-05-27 00:00:00","","0","N/A","40000","SQ FEET","38.1563400","-85.6530500","","300.00","300.00",".00","",""
"17","14701","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER","DRYDEN PROVISION","1016","E. WASHINGTON","","LOUISVILLE","KY","40201","1080","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","3","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-11-03 16:00:55","2017-11-03 00:00:00","2018-12-31 00:00:00","2021-01-30 00:00:00","","0","N/A","14400","SQ FEET","38.2549100","-85.7328800","","200.00","200.00",".00","",""
"18","14704","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","GRAIN STORAGE OR MILL","CONSOLIDATED GRAIN & BARGE INC","1047","S 15TH ST","","LOUISVILLE","KY","40210","1080","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","3","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","1991-12-09 00:00:00","2017-10-16 00:00:00","2018-04-24 15:12:58","2018-04-24 00:00:00","2018-12-31 00:00:00","2018-09-29 00:00:00","","0","N/A","29000","SQ FEET","38.2394900","-85.7772200","","300.00","300.00",".00","",""
"19","14711","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","LOW RISK SNACK FOOD WAREHOUSE","EAST JEFFERSON SNACKS. LLC","8119","NEW LAGRANGE RD., UNIT 13","","LOUISVILLE","KY","40252","720","YES","NO","ACTIVE","PUBLIC","PUBLIC","N/A","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-11-20 13:48:43","2017-11-20 00:00:00","2018-12-31 00:00:00","2017-01-31 00:00:00","","0","N/A","100","SQ FEET","38.1946800","-85.7056400","","120.00","120.00",".00","",""
"20","14722","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","PRODUCE STORAGE WAREHOUSE/REPACKER","STANLEY BROS PROD., INC. - L'VILLE PROD. TERM.","4601","JENNINGS LANE","","LOUISVILLE","KY","40218","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","N/A","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-12-05 09:24:35","2017-12-05 00:00:00","2018-12-31 00:00:00","2017-01-21 00:00:00","","0","N/A","13125","SQ FEET","38.1897000","-85.6849900","","200.00","200.00",".00","",""
"21","14739","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER","GARDNER & LOSE","1720","LEROY AVE","","LOUISVILLE","KY","40216","720","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-11-02 11:13:37","2017-11-02 00:00:00","2018-12-31 00:00:00","2017-05-18 00:00:00","","0","N/A","2080","SQ FEET","38.1948100","-85.8046300","","160.00","160.00",".00","",""
"22","14746","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER","WHITE CASTLE SYSTEM INC","4730","ALLMOND AVE","","LOUISVILLE","KY","40209","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","3","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-12-20 11:48:26","2017-12-20 00:00:00","2018-12-31 00:00:00","2018-04-16 00:00:00","","0","N/A","16135","SQ FEET","38.1776600","-85.7581100","","200.00","200.00",".00","",""
"23","14750","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","FOOD COLORS/FLAVOR ADDITIVIES MANUF","D.D. WILLIAMSON CO., INC.","1901","PAYNE STREET","","LOUISVILLE","KY","40206","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-12-05 09:03:26","2017-12-05 00:00:00","2018-12-31 00:00:00","2017-08-26 00:00:00","","0","N/A","23000","SQ FEET","38.2531800","-85.7128800","","300.00","300.00",".00","",""
"24","14768","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","PRODUCE STORAGE WAREHOUSE/REPACKER","BLONDIE HOFFMAN PRODUCE","4601","JENNINGS LANE","","LOUISVILLE","KY","40218","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","N/A","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-11-07 13:33:15","2017-11-07 00:00:00","2018-12-31 00:00:00","2016-06-05 00:00:00","","0","N/A","4500","SQ FEET","38.1895700","-85.6842200","","160.00","160.00",".00","",""
"25","14770","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","PRODUCE PROCESSOR","HORTON FRUIT CO INC","4701","JENNINGS LN","","LOUISVILLE","KY","40218","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-11-20 13:34:37","2017-11-20 00:00:00","2018-12-31 00:00:00","2017-02-05 00:00:00","","0","N/A","41000","SQ FEET","38.1126600","-85.4108700","","400.00","400.00",".00","",""
"26","19075","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER","SCHWAN'S HOME SERVICE, INC.","267","CARTER AVE","","LOUISVILLE","KY","40229","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","1990-07-17 00:00:00","2017-10-16 00:00:00","2017-12-08 10:55:42","2017-12-08 00:00:00","2018-12-31 00:00:00","2017-02-10 00:00:00","","0","N/A","4800","SQ FEET","38.0728800","-85.6901700","","160.00","160.00",".00","",""
"27","21342","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","BAKERY","ADAM MATTHEWS, INC.","2104","PLANTSIDE DR","","LOUISVILLE","KY","40299","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","1-HIGH","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","1990-04-10 00:00:00","2017-10-16 00:00:00","2017-11-07 13:28:49","2017-11-07 00:00:00","2018-12-31 00:00:00","2018-04-27 00:00:00","","0","N/A","30000","SQ FEET","38.2156900","-85.5720700","","300.00","300.00",".00","",""
"28","23219","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER","ARAMARK REFRESHMENT SERVICES","3600","CHAMBERLAIN LN","","LOUISVILLE","KY","40222","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","1991-08-12 00:00:00","2017-10-16 00:00:00","2018-01-04 14:16:18","2018-01-04 00:00:00","2018-12-31 00:00:00","2015-09-12 00:00:00","","0","N/A","12000","SQ FEET","38.2980600","-85.5428800","","200.00","200.00",".00","",""
"29","23583","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","GENERAL FOOD MANUFACTURER/PROCESSOR","MESA FOODS","3701","WEST MAGNOLIA AVE","","LOUISVILLE","KY","40211","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","1-HIGH","UNKNOWN","NO","NO","NO","","OWNER","OWNER","8:00 A.M. - 5:00 P.M.","MOM-FRI","","","2017-10-16 00:00:00","2018-01-04 16:24:55","2018-01-04 00:00:00","2018-12-31 00:00:00","2018-04-20 00:00:00","","0","N/A","210000","SQ FEET","38.2340900","-85.8167400","","600.00","600.00",".00","",""
"30","23811","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","GENERAL FOOD MANUFACTURER/PROCESSOR","AAK USA K1-K2, LLC","2520","S 7TH ST","","LOUISVILLE","KY","40208","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","1-HIGH","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","1992-08-11 00:00:00","2017-10-16 00:00:00","2017-12-20 00:00:00","2017-12-20 00:00:00","2018-12-31 00:00:00","2016-10-03 00:00:00","","0","N/A","120000","SQ FEET","38.2156100","-85.7841500","","500.00","500.00",".00","",""
"31","26268","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","GENERAL FOOD MANUFACTURER/PROCESSOR","CONAGRA FOODS, PACKAGED FOODS HOLDINGS, PLANT #1","12730-H","WESTPORT ROAD","","LOUISVILLE","KY","40245","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","1-HIGH","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-12-05 10:28:58","2017-12-05 00:00:00","2018-12-31 00:00:00","2016-11-07 00:00:00","","0","N/A","130000","SQ FEET","38.2971600","-85.5127000","","500.00","500.00",".00","",""
"32","26598","255","615","FOOD PROCESSING OR STORAGE ESTABLISHMENT","AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER","SYSCO-LOUISVILLE FOOD SERVICES","7705","NATIONAL TURNPIKE","","LOUISVILLE","KY","40214","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-12-04 14:31:42","2017-12-04 00:00:00","2018-12-31 00:00:00","2018-07-15 00:00:00","","0","N/A","225000","SQ FEET","38.1405400","-85.7527800","","600.00","600.00",".00","",""
"33","27867","56","605","FOOD SERVICE ESTABLISHMENT","SELF-CONTAINED MOBILE FOOD UNITS","FUNNEL CAKE #5","","MOBILE UNIT","","LOUISVILLE","KY","40202","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-11-08 00:00:00","2017-11-20 00:00:00","2017-11-20 00:00:00","2018-12-31 00:00:00","2018-03-02 00:00:00","","1","SEATS","0","N/A",".0000000",".0000000","","160.00","160.00",".00","",""
"34","28520","56","605","FOOD SERVICE ESTABLISHMENT","SELF-CONTAINED MOBILE FOOD UNITS","SANDWICH TRAILER #4","","MOBILE UNIT","","LOUISVILLE","KY","40202","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-11-20 16:11:14","2017-11-20 00:00:00","2018-12-31 00:00:00","2018-02-22 00:00:00","","1","SEATS","0","N/A",".0000000",".0000000","","160.00","160.00",".00","",""
"35","28521","56","605","FOOD SERVICE ESTABLISHMENT","SELF-CONTAINED MOBILE FOOD UNITS","CORN DOG/SAUSAGE #3","","MOBILE UNIT","","LOUISVILLE","KY","40202","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2017-11-20 16:09:29","2017-11-20 00:00:00","2018-12-31 00:00:00","2018-06-21 00:00:00","","1","SEATS","0","N/A",".0000000",".0000000","","160.00","160.00",".00","",""
"36","28522","56","605","FOOD SERVICE ESTABLISHMENT","SELF-CONTAINED MOBILE FOOD UNITS","CORN DOG/SAUSAGE #2","","MOBILE UNIT","","LOUISVILLE","KY","40202","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2018-01-08 11:56:33","2018-01-08 00:00:00","2018-12-31 00:00:00","2018-08-14 00:00:00","","1","SEATS","0","N/A",".0000000",".0000000","","160.00","160.00",".00","",""
"37","28523","56","605","FOOD SERVICE ESTABLISHMENT","SELF-CONTAINED MOBILE FOOD UNITS","CORN DOG #1","","MOBILE UNIT","","LOUISVILLE","KY","40202","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","","2017-10-16 00:00:00","2018-01-08 00:00:00","2018-01-08 00:00:00","2018-12-31 00:00:00","2018-08-19 00:00:00","","1","SEATS","0","N/A",".0000000",".0000000","","160.00","160.00",".00","",""
"38","28953","56","625","MOBILE HOME/REC VEHICLE PARKS","MOBILE HOME / REC. VEHICLE PARK","BROWN'S MOBILE HOME PARK","10611","DIXIE HWY","","LOUISVILLE","KY","40272","270","YES","NO","ACTIVE","PUBLIC","PRIVATE","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1965-12-02 00:00:00","2018-03-30 00:00:00","2018-04-17 08:57:05","2018-04-17 00:00:00","2019-06-30 00:00:00","2018-07-30 00:00:00","","36","MH SPACES","0","RV SPACES","38.1005000","-85.8707000","","225.00","150.00","75.00","",""
"39","28955","56","625","MOBILE HOME/REC VEHICLE PARKS","MOBILE HOME / REC. VEHICLE PARK","ARMORED ACRES","15811","DIXIE HWY","","LOUISVILLE","KY","40177","270","YES","NO","ACTIVE","PUBLIC","PRIVATE","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1959-07-01 00:00:00","2018-03-30 00:00:00","2018-04-20 11:00:24","2018-04-20 00:00:00","2019-06-30 00:00:00","2018-07-30 00:00:00","","30","MH SPACES","0","RV SPACES","38.2230000","-85.9162000","","225.00","150.00","75.00","",""
"40","28960","56","625","MOBILE HOME/REC VEHICLE PARKS","MOBILE HOME / REC. VEHICLE PARK","DERBY LANE MOBILE HOME PARK","2714","S. 7TH ST","","LOUISVILLE","KY","40215","270","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1948-12-31 00:00:00","2018-03-30 00:00:00","2017-06-08 00:00:00","2017-06-08 00:00:00","2018-06-30 00:00:00","2018-07-17 00:00:00","","60","MH SPACES","0","RV SPACES","38.2125000","-85.7855000","","235.00","160.00","75.00","",""
"41","28966","56","625","MOBILE HOME/REC VEHICLE PARKS","MOBILE HOME / REC. VEHICLE PARK","CEDAR HEIGHTS MOBILE HOME PARK","9500","BARN RD","","LOUISVILLE","KY","40291","360","YES","NO","ACTIVE","PUBLIC","PRIVATE","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1970-07-16 00:00:00","2018-03-30 00:00:00","2018-04-13 13:47:07","2018-04-13 00:00:00","2019-06-30 00:00:00","2018-10-14 00:00:00","","398","MH SPACES","0","RV SPACES","38.1342000","-85.5970000","","255.00","180.00","75.00","",""
"42","28967","56","625","MOBILE HOME/REC VEHICLE PARKS","MOBILE HOME / REC. VEHICLE PARK","CLARK MOBILE HOME PARK","5209","CANE RUN RD","","LOUISVILLE","KY","40216","270","YES","NO","ACTIVE","PUBLIC","PRIVATE","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1965-07-01 00:00:00","2018-03-30 00:00:00","2018-04-17 09:42:03","2018-04-17 00:00:00","2019-06-30 00:00:00","2018-06-05 00:00:00","","66","MH SPACES","0","RV SPACES","38.1760000","-85.8756000","","235.00","160.00","75.00","",""
