id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;
2078;Central comfy close to Metro Laurie;2277;Nelia;;Le Plateau-Mont-Royal;45.530692363873285;-73.58587830231355;Private room;39;2;231;08/05/2018;2.83;1;318;
2843;Fabulous downtown room;2319;Gail;;Le Sud-Ouest;45.48441910802382;-73.57922526739941;Private room;29;1;105;07/01/2018;0.97;6;257;
14584;Enjoy this 1200sqft. luxury loft!;57358;Verona;;Le Plateau-Mont-Royal;45.541353289862705;-73.57813920010484;Entire home/apt;146;3;114;07/05/2018;1.35;1;330;
29059;Lovely studio Quartier Latin;125031;Maryline;;Ville-Marie;45.51888471122403;-73.56546265086847;Entire home/apt;94;3;238;02/05/2018;2.47;3;285;
29061;Maison historique - Quartier Latin;125031;Maryline;;Ville-Marie;45.52019501415401;-73.56421947505787;Entire home/apt;144;3;40;09/10/2017;0.53;3;341;
31847;Downtown/Airport room;2319;Gail;;Le Sud-Ouest;45.48357590823268;-73.57892192566109;Private room;30;1;110;31/03/2018;1.14;6;311;
34715;Chez Patrac ! Métro Beaubien;149769;Alain;;Rosemont-La Petite-Patrie;45.53839643283211;-73.60355431665592;Entire home/apt;140;3;4;12/09/2011;0.04;1;243;
36301; Romantic & peaceful Plateau  loft ;381468;Sylvie;;Le Plateau-Mont-Royal;45.52835986495054;-73.58342026836847;Entire home/apt;119;3;24;10/04/2018;0.66;5;258;
38118;Beautiful room  with a balcony in front of a parc;163569;Mitka;;Ville-Marie;45.52670779903009;-73.55917183821936;Private room;46;1;9;04/09/2017;0.11;3;365;
39503;Furnished rooms, great roommates, and a cat!;169530;Fiona;;Verdun;45.46253710922949;-73.56594460005643;Private room;21;10;8;16/02/2018;0.10;1;363;
41819;Comfortable 2 B/R Downtown Montreal;2319;Gail;;Le Sud-Ouest;45.48430391683625;-73.57938507406057;Entire home/apt;100;2;278;30/04/2018;2.94;6;280;
41859;WiFi-PRIVATE apartments Furn dwtn;182949;Zhang;;Mercier-Hochelaga-Maisonneuve;45.5457103183345;-73.53852992424574;Entire home/apt;37;30;16;05/08/2015;0.17;4;288;
46626;Charming MtlHomestay Accommodation!;208453;Maureen;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.46833927021081;-73.60695056246365;Private room;55;3;14;14/08/2017;0.17;2;365;
47614;Beautiful cozy apart. well located;216194;Ruba;;Le Plateau-Mont-Royal;45.51768102861214;-73.57523496483647;Entire home/apt;90;2;42;12/10/2015;0.45;1;4;
50479;L'Arcade Douce;231694;Noémie;;Rosemont-La Petite-Patrie;45.54185576015897;-73.60623691538717;Entire home/apt;85;3;55;23/04/2018;0.59;1;231;
52573;Hidden treasure on the Plateau;123488;Antoine;;Le Plateau-Mont-Royal;45.52907834418389;-73.57499351812241;Entire home/apt;100;7;39;13/08/2017;0.43;1;212;
52932;Montreal 2 bedroom apt;2319;Gail;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.50792808465442;-73.6289606941111;Entire home/apt;50;1;116;30/04/2018;1.37;6;256;
53129;bright mile end plateau loft;244340;Nathaniel;;Le Plateau-Mont-Royal;45.52354813463454;-73.59493684590764;Entire home/apt;128;4;57;25/09/2017;0.63;1;319;
53428;Architecturally Designed Plateau Home;248619;Jeremy & Jennifer;;Le Plateau-Mont-Royal;45.531026917154925;-73.58004454609878;Entire home/apt;300;3;35;18/08/2015;0.42;1;162;
53471;Modern Loft in Renovated Bank;248915;Luc;;Rosemont-La Petite-Patrie;45.557041091677796;-73.57251884373582;Private room;80;3;38;09/10/2017;0.41;1;29;
54359;DOWNTOWN LUXURY;145990;Marc;;Ville-Marie;45.502044328613145;-73.56423006434976;Entire home/apt;189;7;4;22/04/2011;0.04;4;365;
58484;Bright Open Concept 2 Storey Home;279906;Chris;;Le Plateau-Mont-Royal;45.519785610573635;-73.57737412500988;Entire home/apt;251;5;15;02/01/2018;0.17;1;104;
60268;Furnished bedroom in newly renovated home;283339;Kimberley;;Dorval;45.44239365004111;-73.76493219016882;Private room;40;1;40;04/05/2018;0.83;1;89;
60585;Sunny single room on the Plateau ;292127;Valeria;;Le Plateau-Mont-Royal;45.5292556008515;-73.5861585077461;Private room;35;1;92;02/01/2016;1.19;1;228;
62472;Modern1 BR in Little Italy;231520;Victoria;;Rosemont-La Petite-Patrie;45.52828997488663;-73.60727344436049;Entire home/apt;125;2;97;09/11/2017;1.11;1;348;
66247;Large Loft in Historic Old Montreal;318040;Mike;;Ville-Marie;45.504754965077545;-73.55573918744466;Entire home/apt;125;1;250;29/04/2018;2.78;50;10;
66249;** Chinatown & Financial District **;318040;Mike;;Ville-Marie;45.510336241825215;-73.56873995495864;Entire home/apt;85;2;197;14/04/2018;2.20;50;175;
66365;Perfect for Business - Parfait pour Affaires;318040;Mike;;Ville-Marie;45.50476793101287;-73.56096660444364;Entire home/apt;125;3;121;13/05/2018;1.36;50;107;
66541;Spacious 1 Bedroom Suite with Office;318040;Mike;;Ville-Marie;45.50390751136475;-73.5579692209194;Entire home/apt;105;1;212;14/05/2018;2.45;50;337;
66892;PLATEAU - huge private terrace;328883;Angele;;Le Plateau-Mont-Royal;45.5250962230544;-73.57797472427396;Entire home/apt;116;3;151;25/03/2018;1.75;2;277;
67514;Double Bed in Room with Skylight;333083;Dan;;Montréal-Ouest;45.45371642421349;-73.65060216368991;Private room;150;3;0;;;1;365;
68510;WiFi-PRIVATE cute,cozy, comfortable;182949;Zhang;;Mercier-Hochelaga-Maisonneuve;45.546279199216606;-73.53676135466429;Entire home/apt;28;30;15;06/08/2013;0.18;4;135;
68514;CLASSY ROMANTIC SUITE FOR LOVERS;182949;Zhang;;Mercier-Hochelaga-Maisonneuve;45.54620000275729;-73.53660147391128;Entire home/apt;33;30;5;13/10/2014;0.06;4;288;
68517;Bright 1BR Apartment on Crescent Street;318040;Mike;;Ville-Marie;45.498380906734;-73.57781897443033;Entire home/apt;99;3;152;27/04/2018;1.70;50;87;
70489;***Ultra Luxurious - City Center*** 30 days min;145990;Marc;;Ville-Marie;45.50164828570265;-73.5622330681324;Private room;195;4;3;08/09/2014;0.05;4;269;
70801;Large, sunny house near Old MTL;294382;Jennifer&Steeve;;Le Sud-Ouest;45.47816032127983;-73.55509699364465;Entire home/apt;185;3;20;04/09/2017;0.23;1;325;
71451;Friendly, local, cozy in the best hood (Mile End)!;365393;Sheenah;;Le Plateau-Mont-Royal;45.52196127315386;-73.59037889505052;Private room;35;1;135;08/05/2018;1.87;2;4;
73171;Romantic garden studio in Plateau;381468;Sylvie;;Le Plateau-Mont-Royal;45.529749756246105;-73.5840105019434;Entire home/apt;96;3;63;06/05/2018;0.73;5;197;
75092;Family home with great backyard !;389705;Dan & Chris;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.46443829614581;-73.62602744596755;Entire home/apt;155;16;9;17/08/2017;0.18;1;0;
80389;Appart neuf et équipé à centreville;434367;Fernando;;Ville-Marie;45.520904225824864;-73.56346444238724;Entire home/apt;47;180;3;09/02/2016;0.04;1;197;
85558;Stylish room, 2 minutes from subway station!;468679;Luce;;Le Sud-Ouest;45.45672663626751;-73.58534457572726;Private room;36;2;124;09/05/2018;6.54;3;252;
85603;* * Palais Des Congrès - Convention Centre * *;318040;Mike;;Ville-Marie;45.50491773637574;-73.56108755842453;Entire home/apt;90;1;144;14/05/2018;1.69;50;163;
88097;Appartement hôtel, près de tout! ;175159;Annic;;Rosemont-La Petite-Patrie;45.54557745494988;-73.55679308639364;Entire home/apt;60;31;30;23/08/2014;0.35;1;0;
88283;Charmant Rdc au Coeur de la Petite-Patrie;482870;Lionel;;Rosemont-La Petite-Patrie;45.537511726702384;-73.61045663677659;Entire home/apt;64;21;0;;;1;0;
96822;Place Jean-Paul Riopelle - Loft;318040;Mike;;Ville-Marie;45.50490466783251;-73.56123631199027;Entire home/apt;92;1;207;29/04/2018;2.62;50;76;
98825;Nice apartment in Little-Italie;520966;Myriam;;Villeray-Saint-Michel-Parc-Extension;45.53757093047881;-73.61762310241465;Entire home/apt;89;31;58;24/12/2017;0.69;3;253;
99334;Room in the heart of the plateau;523226;Michael;;Le Plateau-Mont-Royal;45.516063508089275;-73.58069191749485;Private room;35;2;139;12/05/2018;2.39;1;231;
99859;Plateau Charm;525486;Sesaye;;Le Plateau-Mont-Royal;45.51914850595503;-73.57872389355258;Entire home/apt;175;3;27;25/06/2016;0.32;1;292;
100631;Artisanal Room in Mile End;528512;Jen;;Le Plateau-Mont-Royal;45.52498617694646;-73.58529111449674;Private room;80;2;188;28/02/2018;2.20;4;236;
103128;House in Plateau neighbourhood;538123;Peter;;Le Plateau-Mont-Royal;45.51908954441739;-73.57489358358579;Entire home/apt;170;10;18;17/07/2015;0.21;1;283;
104554;Large apartment in the heart of Mile end;543969;Victoria;;Le Plateau-Mont-Royal;45.52607139868919;-73.60133838128559;Entire home/apt;90;2;60;17/03/2018;0.71;1;159;
107860;Room with Single Bed;528512;Jen;;Le Plateau-Mont-Royal;45.525082082682125;-73.5866039934501;Private room;45;2;132;03/03/2018;1.55;4;151;
116931;Nice room with queen sized bed;528512;Jen;;Le Plateau-Mont-Royal;45.52572125404705;-73.58676939559112;Private room;45;2;119;24/02/2017;1.40;4;350;
119159;plateau/mile end sunny apartment ;7182;Estelle Et Matthieu;;Le Plateau-Mont-Royal;45.52018402678945;-73.58873796971274;Entire home/apt;119;7;6;05/09/2012;0.07;1;161;
121062;The original Montreal Plateau Life;608451;Henri;;Le Plateau-Mont-Royal;45.52608300710396;-73.604091025446;Entire home/apt;119;3;42;02/01/2018;0.50;1;346;
123780;Modern Condo Steps from Place Jacques Cartier;318040;Mike;;Ville-Marie;45.504647131705525;-73.55786857976932;Entire home/apt;92;3;236;03/05/2018;2.84;50;322;
129772;Trendy Mile End & Close to downtown;639772;Jane Deny;;Le Plateau-Mont-Royal;45.52600197039059;-73.6054732001217;Entire home/apt;50;31;2;16/04/2018;0.50;1;0;
132033;Beautiful 7 and a half to share;163569;Mitka;;Ville-Marie;45.52710533747737;-73.55835968563113;Private room;48;1;17;04/09/2017;0.20;3;365;
135275;Charming aparthotel, little Italie;520966;Myriam;;Villeray-Saint-Michel-Parc-Extension;45.53767336342174;-73.61807169532221;Entire home/apt;99;31;61;03/01/2018;0.73;3;224;
137443;Quiet place with garden in Mile End (Plateau);656725;Christophe;;Le Plateau-Mont-Royal;45.52667983071591;-73.6003552526682;Entire home/apt;100;1;15;25/09/2017;0.20;3;185;
141748;WiFi-Private Apt.- NO SHARING-COZY;182949;Zhang;;Mercier-Hochelaga-Maisonneuve;45.54455540025033;-73.536601395768;Entire home/apt;27;30;17;19/07/2015;0.20;4;288;
142722;Charming studio in Plateau heart;381468;Sylvie;;Le Plateau-Mont-Royal;45.53026475839969;-73.58356521344524;Entire home/apt;100;3;101;24/04/2018;1.21;5;253;
143123;Cozy apartment with exceptional view in Old Port;694644;Cindy;;Ville-Marie;45.504052199392866;-73.55988769988828;Entire home/apt;118;4;47;15/05/2018;0.74;1;296;
143175;Sunny appartment on the Plateau;688387;Sabrina;;Le Plateau-Mont-Royal;45.53712790546982;-73.56709713717053;Private room;80;5;78;28/02/2018;0.94;1;257;
145144;Family-Friendly Spacious Bright Near Downtown;683657;Ruth;;Le Plateau-Mont-Royal;45.5253360958701;-73.60815162822074;Entire home/apt;150;2;84;13/05/2018;1.00;1;303;
152630;Nice and sunny condo/Outremont;734359;Nicole;;Outremont;45.517190413136454;-73.61798789141446;Entire home/apt;116;7;4;28/08/2017;0.12;1;358;
154431;Charming artist apartment in the Mile End;359610;Polina;;Le Plateau-Mont-Royal;45.52274567277912;-73.58896268845561;Entire home/apt;130;3;81;06/05/2018;1.01;1;157;
157425;4 bedroom home in Mile-end/Plateau;756145;Emmanuel And Sophie;;Le Plateau-Mont-Royal;45.51877390549259;-73.59180256632322;Entire home/apt;200;5;5;16/08/2016;0.06;3;89;
159023;Pensione Popolo Apartment;763123;Mauro;;Le Plateau-Mont-Royal;45.52236328293865;-73.58963023465476;Entire home/apt;170;1;125;14/03/2018;1.52;5;94;
160639;Nice Studio apartment ;38398;Omar;;Rosemont-La Petite-Patrie;45.54395530949153;-73.59828022767181;Entire home/apt;90;2;8;13/08/2017;0.10;1;331;
161827;00-Turn Key, Furnished apartment;753212;Georges;;Le Plateau-Mont-Royal;45.53845210978756;-73.5619516310847;Private room;65;2;4;05/09/2016;0.05;6;365;
164042;Nice and tidy, Montreal suburb;782627;Sue-Anne;;Beaconsfield;45.4349682665619;-73.8548899636303;Private room;45;2;20;16/09/2017;0.28;1;364;
164087;STUDIO secret studio in the plateau;604849;Martin;;Le Plateau-Mont-Royal;45.52784059896646;-73.57927031596566;Entire home/apt;90;1;346;14/05/2018;4.20;8;294;
164601;04 - Turn Key, Furnished apartment;753212;Georges;;Le Plateau-Mont-Royal;45.539587974525496;-73.56062376518123;Private room;60;1;1;08/08/2012;0.01;6;365;
165108;The Cocooning in Rosemont;787391;Karine;;Rosemont-La Petite-Patrie;45.54557231501531;-73.5712318562435;Entire home/apt;83;7;3;09/04/2018;0.04;3;230;
168331;CONDO in the heart of the plateau;604849;Martin;;Le Plateau-Mont-Royal;45.52951462700687;-73.58000811423211;Entire home/apt;150;1;366;06/05/2018;4.52;8;195;
171627;MINI LOUNGE LOFT;818883;Lapelemo;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.49329849541708;-73.62664160923586;Private room;55;365;1;11/08/2011;0.01;3;288;
172492;Plateau Mont-Royal  8beds/12persons;823036;Diane;;Le Plateau-Mont-Royal;45.514822307948016;-73.57239021666896;Entire home/apt;500;3;173;13/05/2018;2.20;1;283;
172872;Blue Sunny Room;825067;Barnabé;;Rosemont-La Petite-Patrie;45.54931086454474;-73.57337984801426;Private room;32;1;55;31/03/2018;0.67;2;264;
176844;Garden aptmnt in front of Mt Royal ;845694;Jonah;;Le Plateau-Mont-Royal;45.51683989989218;-73.581822227198;Entire home/apt;120;7;47;02/08/2016;0.57;1;71;
179714;Les appartements de la Belle Rive 2;860529;Abderr;;Mercier-Hochelaga-Maisonneuve;45.60584714044628;-73.51181896025315;Entire home/apt;116;1;6;10/09/2016;0.07;5;87;
182142;6 1/2- COSY - GARDEN & ELECTRIC CAR;818883;Lapelemo;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.49329134445566;-73.62614802306437;Entire home/apt;199;31;0;;;3;0;
183149;Les appartements de la Belle Rive 3;860529;Abderr;;Mercier-Hochelaga-Maisonneuve;45.60474818169802;-73.51256699050101;Entire home/apt;116;1;7;08/08/2017;0.21;5;87;
183166;Les appartements de la Belle Rive 4;860529;Abderr;;Mercier-Hochelaga-Maisonneuve;45.60422810750461;-73.51097927324294;Entire home/apt;116;1;2;31/12/2017;0.09;5;87;
183306;06-Turn Key - Furnished apartment;753212;Georges;;Le Plateau-Mont-Royal;45.53939371241817;-73.56203535061279;Entire home/apt;81;2;4;15/05/2018;0.05;6;0;
187109;Montreal superb apartment;899840;Joanne;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.48318457298636;-73.6354521861099;Entire home/apt;50;60;109;30/08/2017;1.33;1;318;
187966;Fantastic Light in Active Mile End;897879;Bob;;Le Plateau-Mont-Royal;45.51810076320513;-73.59331816123408;Entire home/apt;100;10;0;;;1;0;
191567;Cozy and beautiful room in Montreal;926590;Isaumir;;Le Sud-Ouest;45.47853605552519;-73.5864225176776;Private room;45;1;22;27/08/2015;0.27;2;257;
196002;Perfect Location - Heart of Plateau;953589;Jo & Jonathan;;Le Plateau-Mont-Royal;45.52910673164238;-73.58125689022927;Private room;48;1;257;01/10/2017;4.66;1;104;
196007;Apt top furnished - close downtown;953618;Yves;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.48214127666802;-73.62862625130188;Entire home/apt;98;5;59;08/09/2016;0.74;1;0;
198059;Old Port Montreal loft mezzanine 2b;891543;Eric;;Ville-Marie;45.50459934218836;-73.55631651712562;Entire home/apt;236;180;10;07/09/2015;0.12;3;0;
198109;6 beds, CLEAN 3 BR HOME NEAR METRO, HEC, DOWNTOWN;966575;Rose;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.4960421283289;-73.63742178836219;Entire home/apt;150;2;58;18/02/2018;0.73;14;302;
200322;Big double room ;163569;Mitka;;Ville-Marie;45.52731663734764;-73.55633223036929;Private room;128;1;0;;;3;365;
205535;Chez Brasil - Color House;1010569;Eliana;;Rosemont-La Petite-Patrie;45.55336742617556;-73.56184269826089;Entire home/apt;128;5;11;29/11/2017;0.23;2;288;
206460;All you need in central Montreal;1015379;Marie;;Le Plateau-Mont-Royal;45.5195647826168;-73.58035530605491;Entire home/apt;159;3;130;16/08/2017;1.65;2;251;
206647;Charming apartment (Atwater market);1016614;Home In Montreal;;Le Sud-Ouest;45.48112475030977;-73.5586902661034;Entire home/apt;50;60;18;01/06/2016;0.25;18;45;
208337;Large apartment, terrace and garden;1025518;Christian;;Le Plateau-Mont-Royal;45.53246002183244;-73.58452769910785;Entire home/apt;130;4;18;02/01/2018;0.23;2;116;
208443;Amazing 2 bdr apartment (Old town);1026193;Leila;;Ville-Marie;45.511087728371905;-73.55357285443796;Entire home/apt;105;4;196;29/08/2017;2.41;1;116;
211602;Beautiful sun-filled Studio;407029;Hans;;Baie-d'Urfé;45.414193089454855;-73.90768160399227;Entire home/apt;70;2;126;13/05/2018;2.28;1;94;
218772;7 BEDS, 4 BEDROOMS SPACIOUS HOME NEAR METRO;966575;Rose;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.49712139148747;-73.63413657152353;Entire home/apt;250;2;55;29/04/2018;0.72;14;304;
218773;7 beds, LARGE 3BR HOME NEAR METRO,HEC,DOWNTOWN,JGH;966575;Rose;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.49659425195705;-73.63385072422317;Entire home/apt;225;2;53;01/04/2018;0.69;14;348;
220624;Hotel Visitel small hotel in down town Montreal;1143998;Adriana;;Ville-Marie;45.516542539173564;-73.56088021927552;Private room;59;2;0;;;2;149;
220634;Apartment Penthouse Downtown;1144088;Ruddy;;Mont-Royal;45.494776807416535;-73.657594665811;Entire home/apt;69;14;2;14/12/2012;0.03;1;0;
221213;Eastern downtown sunny loft, 3 min walk to Metro;1147394;Tom;;Ville-Marie;45.51907235027439;-73.55191633374167;Entire home/apt;95;3;35;22/10/2017;0.45;2;144;
221939;Superbe Loft au coeur de Miles-End;1151697;Sacha;;Le Plateau-Mont-Royal;45.52211435785151;-73.6007083711289;Entire home/apt;150;5;158;24/04/2018;1.98;1;277;
223348;In the Heart of Monkland Village;630446;JP And Christine;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.478589788608005;-73.62648290699094;Entire home/apt;90;6;37;03/01/2018;0.46;1;135;
224058;Charming & cozy place in Villeray;1165595;Hélène;;Villeray-Saint-Michel-Parc-Extension;45.54494946657286;-73.62547419407683;Entire home/apt;66;21;3;07/05/2017;0.05;1;219;
225254;Le Plateau! 2bedroom Stylish Apt!!;1173316;Aga;;Le Plateau-Mont-Royal;45.53301855781912;-73.57340779197845;Entire home/apt;100;4;67;02/10/2017;0.95;2;328;
226833;Huge&Quiet Space, Prv Bath, Mass Transit, Parking!;267146;Zoe;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.471273436330215;-73.61513196254606;Private room;45;1;36;13/05/2018;0.45;2;296;
227328;MileEnd-Large designers appartement;1185646;Erica;;Le Plateau-Mont-Royal;45.51966354280147;-73.59558307691773;Entire home/apt;204;6;27;15/10/2017;0.38;2;136;
228187;Penthouse, Little Italy, Montreal;1190353;Francois;;Rosemont-La Petite-Patrie;45.53482790590604;-73.60821352147292;Entire home/apt;113;7;24;11/05/2018;0.32;1;209;
228313;Cozy Private Flat ;1191047;Caroline;;Rosemont-La Petite-Patrie;45.53717232823667;-73.59957376623588;Entire home/apt;65;3;1;26/08/2012;0.01;1;0;
232529;Appart familial au coeur de la Petite-Italie;1168722;Julie;;Rosemont-La Petite-Patrie;45.53452219809071;-73.60991778140784;Entire home/apt;154;5;0;;;1;138;
233596;Big apartment close to the action!;1211106;Vincent;;Ville-Marie;45.52449297732137;-73.54938604541947;Entire home/apt;60;30;72;30/04/2018;0.90;1;174;
234016;Montreal typical & authentic;1225123;Marie;;Verdun;45.46579041611983;-73.5735940885721;Entire home/apt;130;2;9;11/06/2017;0.11;3;0;
235615;Large 3 Bedroom Apartment perfect for Groups;318040;Mike;;Ville-Marie;45.495252099844684;-73.574255109853;Entire home/apt;104;1;222;11/05/2018;2.78;50;149;
237216;Modern, quiet Studio;1245164;Christophe &  Marie-Andrée;;Villeray-Saint-Michel-Parc-Extension;45.55224943016806;-73.60057005128262;Entire home/apt;79;3;23;07/05/2017;0.29;1;333;
238705;Magnificent Family Home in Mile End;1251392;Victor;;Le Plateau-Mont-Royal;45.521202620723095;-73.5917566374739;Entire home/apt;295;7;5;24/07/2015;0.09;1;193;
239693;Cozy loft little Italy !!!;555545;Leticia;;Rosemont-La Petite-Patrie;45.53385872496703;-73.61307964944854;Entire home/apt;60;60;63;24/12/2017;0.80;3;49;
241212;Le Laurier, exquisite loft;787391;Karine;;Rosemont-La Petite-Patrie;45.5477882790533;-73.57145961233113;Entire home/apt;119;7;4;03/01/2018;0.05;3;235;
242444;Sunny apt on Tree-lined st. Plateau;1272379;Cathia;;Le Plateau-Mont-Royal;45.535870237093704;-73.57529565698859;Entire home/apt;87;2;19;08/05/2018;0.41;1;6;
245223;Great apartment near downtown;1285816;Janelle;;Le Sud-Ouest;45.4841573309173;-73.58089677695858;Entire home/apt;74;1;11;11/08/2015;0.14;1;87;
248923;CHIC & WARM APARTMENT - MILE END ROSEMONT;1304153;Simone Elise;;Le Plateau-Mont-Royal;45.52417696234953;-73.60410425988657;Entire home/apt;98;2;23;24/04/2018;0.40;1;340;
249356;Beautiful appartment in the heart;1306341;Sébastien;;Le Sud-Ouest;45.473640050932396;-73.58443069072726;Entire home/apt;75;5;0;;;1;0;
253187;Comfort, Friendly & Great Location;1329232;Iulia;;Villeray-Saint-Michel-Parc-Extension;45.53975798478163;-73.62048976695161;Private room;31;3;46;14/03/2018;0.60;3;251;
254268;Gorgeous downtown condo getaway;1335666;Ulka;;Le Sud-Ouest;45.49049078079453;-73.56981691142394;Entire home/apt;116;3;9;23/09/2012;0.12;1;0;
255399;Sunny haven with dazzling view;1183145;Carolyn;;Ville-Marie;45.5053866561246;-73.55661434262275;Entire home/apt;86;1;237;07/05/2018;6.86;1;42;
255504;Bright,Mont-Royal metro steps away;1342804;Andreas And Isabella;;Le Plateau-Mont-Royal;45.525081102684034;-73.5838661056119;Entire home/apt;195;4;88;01/09/2016;1.11;2;300;
256043;Plateau Mont-Royal super apartment - Summer 2018;1346302;Stéphanie;;Le Plateau-Mont-Royal;45.52727343267791;-73.5763657874417;Entire home/apt;124;6;21;30/12/2017;0.58;3;260;
256597;House with character in NDG;1349996;Arnaud;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.47459491408904;-73.61007402929135;Private room;100;2;14;04/09/2017;0.19;1;364;
257085;Cosy loft in Plateau near Mile-End;328883;Angele;;Le Plateau-Mont-Royal;45.52105199752718;-73.59086692726197;Entire home/apt;95;3;32;04/11/2015;0.44;2;312;
258141;Ideally situated  in Montréal;1357057;Lucas;;Ville-Marie;45.52050005157145;-73.56530961892594;Private room;60;2;17;16/03/2018;0.29;1;227;
260661;Little Italy : the paradise !!!!;1367625;Monik;;Rosemont-La Petite-Patrie;45.53326076491167;-73.60784078426437;Entire home/apt;161;3;152;22/04/2018;1.99;2;194;
261219;The heart of the Plateau Mt-Royal;1370203;Vanessa;;Le Plateau-Mont-Royal;45.530951424584906;-73.58915540861652;Entire home/apt;95;7;8;23/07/2017;0.14;1;275;
262688;Stylish house: big garden & parking;1016614;Home In Montreal;;Le Sud-Ouest;45.4799629404286;-73.5586358127372;Entire home/apt;89;2;73;02/05/2018;1.04;18;295;
269160;Sunny, stylish and good vibes;1359551;Anne;;Rosemont-La Petite-Patrie;45.550266072497784;-73.58759486436226;Entire home/apt;135;2;5;16/08/2017;0.07;2;174;
270668;Modern & Cozy Condo;1416815;Charles & Chantal;;Le Plateau-Mont-Royal;45.522466739311426;-73.58379803789148;Private room;80;2;44;04/05/2018;0.57;1;60;
270740;Beautiful furnished large apartment;990456;Ozi;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.494921162170584;-73.60735214684075;Entire home/apt;75;5;5;26/09/2013;0.06;1;0;
280223;one of a kind - HUGE artist's loft ;1432655;Vanessa;;Villeray-Saint-Michel-Parc-Extension;45.526972998859605;-73.61796936022199;Entire home/apt;167;3;4;03/08/2015;0.07;1;61;
283077;Blue room in vintage home - Long term welcome;1441965;Stephanie;;Rosemont-La Petite-Patrie;45.53338126232989;-73.605930105988;Private room;21;2;2;01/10/2014;0.04;3;0;
284139;Large Group? This is the place!;1480067;Jean;;Le Plateau-Mont-Royal;45.515459163560216;-73.57984011995686;Entire home/apt;600;2;82;18/03/2018;1.11;6;204;
284873;Villeray Sunny&Spacious Apartment;248307;Christine;;Villeray-Saint-Michel-Parc-Extension;45.543899565572445;-73.6318036590418;Entire home/apt;64;10;1;01/08/2016;0.05;1;0;
285313;Cozy Montreal Appartement for rent;1475089;Sara;;Rosemont-La Petite-Patrie;45.52969147461666;-73.60518958116928;Entire home/apt;65;1;21;17/07/2017;0.49;1;0;
285349;original Montreal style;787391;Karine;;Rosemont-La Petite-Patrie;45.55161234761241;-73.58206834242903;Entire home/apt;108;7;0;;;3;244;
285497;Beautiful condo downtown Montreal!;1486044;Karine;;Le Plateau-Mont-Royal;45.50995747300642;-73.57462530768544;Entire home/apt;150;5;3;12/12/2017;0.09;1;0;
286671;Magnifique appartement - 2 ch - Plateau Mt-Royal;1145010;Ian;;Le Plateau-Mont-Royal;45.51914088793992;-73.56670206762317;Entire home/apt;115;30;10;14/10/2014;0.14;2;365;
288259;Large house ideally located;1498766;Esther;;Mercier-Hochelaga-Maisonneuve;45.54391603955119;-73.55581681582034;Entire home/apt;125;1;19;15/04/2018;0.25;1;172;
291629;Studio in Rosemont - Rouge;1510828;Marie-France Et Alain;;Rosemont-La Petite-Patrie;45.548116187665606;-73.58534607689661;Entire home/apt;51;32;65;22/12/2017;0.87;2;194;
293515;Spacious 2BR Plateau Condo;1518378;Ilona;;Le Plateau-Mont-Royal;45.51651204281247;-73.57275062919922;Entire home/apt;232;3;102;27/08/2017;1.32;2;77;
293760;br. fully equip short/ long term;1327466;Marie Gyby;;Saint-Laurent;45.52370584519567;-73.68066939308787;Private room;45;2;28;11/05/2018;0.37;4;300;
294275;room w/ lounge Mile-End / Plateau;1153481;Chloé;;Le Plateau-Mont-Royal;45.526295505347804;-73.59065424420007;Private room;60;2;41;27/09/2016;0.56;1;129;
296691;Gorgeous 3rd floor appartment;1530233;Saranaz;;Verdun;45.45906613493675;-73.57280618031179;Entire home/apt;95;2;23;06/05/2018;0.32;1;104;
299750;Cozy Loft in Little Italy 2 !!!;555545;Leticia;;Rosemont-La Petite-Patrie;45.5325933022257;-73.61447200076333;Entire home/apt;60;60;39;31/12/2017;0.51;3;2;
300897;AMAZING MODERN DOWNTOWN LOFT/APT;1549894;Delphine;;Ville-Marie;45.522891139868854;-73.55249830672554;Entire home/apt;178;3;101;05/08/2016;1.36;1;0;
301428;Plateau Mt-Royal+ Mile End by foot!;980356;Marie;;Le Plateau-Mont-Royal;45.523329613334056;-73.58401751269716;Private room;39;2;141;11/05/2018;1.87;1;89;
310865;Montréal, where the action is;1598573;Marcel;;Le Plateau-Mont-Royal;45.521912710151916;-73.58263264032075;Entire home/apt;141;30;4;01/08/2016;0.06;1;46;
